Country Name,Country Code,Indicator Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,
Aruba,ABW,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Afghanistan,AFG,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Angola,AGO,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Albania,ALB,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Andorra,AND,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
United Arab Emirates,ARE,Market capitalization of listed domestic companies (% of GDP),"","","","","","","",48.9325845283505,34.02944156019,54.5239203764302,43.8026499708063,25.9750958620613,26.3456194495341,45.0565844898498,48.6830034541182,52.8995642695064,57.7412832435683,59.4350582624859,54.1804935393129,59.0490069877708,84.3647226156973,133.692158579232,173.763029329514,193.369138815508,196.27702169845,
Argentina,ARG,Market capitalization of listed domestic companies (% of GDP),16.1290412248255,12.4244152562322,16.9569392155608,27.4280508755432,24.6534557360052,23.946359886693,22.0333391526542,19.8483841980828,11.0218432201051,13.7381863641294,15.0863203529933,8.22014945932331,6.27396625321678,9.61999483859266,11.4269032684242,9.43836863309546,11.4076106061133,16.8948497510525,8.76225361679707,8.79801852253825,8.36065160246713,8.58081622666602,8.36736107358926,"","",
Armenia,ARM,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","",0.383771292314693,0.403545249598453,0.213183377396629,0.212696839421871,1.29484672225421,1.16222249561655,18.7967884134297,
American Samoa,ASM,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Antigua and Barbuda,ATG,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Australia,AUS,Market capitalization of listed domestic companies (% of GDP),89.577890572046,98.815025169222,96.0328083721773,125.182973862793,126.314187544107,115.57036467233,146.423335650303,151.848387632584,64.7536703852008,135.870026259701,126.605341606122,85.6698351657442,89.6184187511424,86.6107364292327,87.7708061664944,87.8477493445524,105.108937364321,113.796208083907,88.4432185061928,106.812166424017,129.519570283705,121.240921281706,99.3088529440474,103.510800406806,99.1389650150588,
Austria,AUT,Market capitalization of listed domestic companies (% of GDP),15.2589335726408,12.8281292302235,15.7764367366494,21.6743944726516,29.3359678138249,40.2135811811776,57.7319131527299,61.1356607274506,17.7732027443837,28.5697202695265,32.3301630837915,19.8784423232203,26.0692447167614,27.5848073777544,22.0702317031415,25.3142847952661,30.7291374574845,36.3067004353975,25.8079030703192,30.0458543542059,30.406072576452,33.9021966839205,26.0820003958763,27.0935115884247,23.1541405577547,
Azerbaijan,AZE,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","",4.51253660120982,3.35973110345958,2.90985502643686,1.86274218553481,2.17767956052381,2.20049866626562,
Burundi,BDI,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Belgium,BEL,Market capitalization of listed domestic companies (% of GDP),77.0634840987753,70.0509832498738,49.3671271351809,54.5621354353657,74.0077279672413,74.7912935279234,97.0381826331265,81.8719049070703,32.323460470183,53.5589278420989,55.8036882326585,43.4981615330493,60.0940023133312,71.4229562471315,70.3595988523225,89.9167302576445,79.7315946747612,87.3998522006743,59.1725980275377,"","","","","","",
Benin,BEN,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Burkina Faso,BFA,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Bangladesh,BGD,Market capitalization of listed domestic companies (% of GDP),4.10752995306577,1.81195893415529,27.2129921496854,"","",4.74928024229449,5.36286721925589,10.9691992958956,12.7907617406419,20.4234180941606,36.1020820041211,37.0892339567701,"",34.1059370512267,39.5969990649654,33.5567501494932,26.5508730809515,29.3392000067805,24.0819788267218,18.3401778158872,24.0049718864107,26.2482228968323,25.0428850552811,25.5037744630994,19.5374016737392,
Bulgaria,BGR,Market capitalization of listed domestic companies (% of GDP),0.974559072785377,0.579548861756377,4.39942736608299,8.30041847702507,10.7193879856501,17.0266103826171,30.0314394491755,48.7667047933358,16.3001256909391,16.6330983038396,14.5521760593767,14.3083651037476,"","","","","","",23.6257905381167,23.3121468701498,25.1032405524218,20.1677745704169,17.351367145301,7.65710150559698,7.49783761646697,
Bahrain,BHR,Market capitalization of listed domestic companies (% of GDP),73.0930582659604,73.5222293003066,78.0116950650456,86.9250729444086,102.970993799121,108.742693829694,114.145707760654,124.658766682006,77.5832300642372,70.8975297892002,74.8330297002198,55.4575530409178,"","",63.4625440266412,59.1916295683291,57.235890609995,58.3423964955347,55.2536437426567,66.4632908995266,68.6655003543612,70.2449817399414,65.1388033624375,44.6098322863103,42.7504186305644,
"Bahamas, The",BHS,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Bosnia and Herzegovina,BIH,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Belarus,BLR,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","",0.729333353479127,0.945907673467445,2.59567890788739,"","","","",4.06279282588662,3.38407849706567,4.72221100706981,7.91343124955594,
Belize,BLZ,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Bermuda,BMU,Market capitalization of listed domestic companies (% of GDP),61.6627861637443,69.5017474608632,54.6831425561334,69.2865801589624,41.2388512684118,43.6466853021362,44.0027669270833,40.3592433870253,27.3972779369627,20.435546875,23.1357899569615,19.5216271475984,23.3122636084104,22.6887621493913,24.9685531061174,27.8005650577553,36.5458141628288,38.065943875908,33.1193968649499,39.9449583179822,3.20006318818056,3.36075111827279,2.62877805887218,2.23446313788561,21.4690095988953,
Bolivia,BOL,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Brazil,BRA,Market capitalization of listed domestic companies (% of GDP),34.5034586965952,33.2576879799093,24.8651834399039,42.0182480595282,49.357806616413,53.2333855853127,64.1233686112181,98.0385847662427,34.9066117594868,80.2189884183531,69.971896461306,46.9748793579181,49.7904095760441,41.2668743240925,34.3599012775913,27.21844342998,42.2432294418921,46.2664487765831,47.8276476278758,63.3838235244836,66.9581653036492,48.8359602711381,40.699224128175,45.2367979654704,30.2334687320578,
Barbados,BRB,Market capitalization of listed domestic companies (% of GDP),55.7780683118157,60.1505974791292,"","","","","","","","",42.120412310206,85.499117420857,"",74.3395314932266,50.0112123110784,55.7688690143371,58.0877610075033,60.7343344201281,62.9064425506014,58.7047500055284,53.797304473389,"","","","",
Brunei Darussalam,BRN,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Bhutan,BTN,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Botswana,BWA,Market capitalization of listed domestic companies (% of GDP),16.8893284593426,"","","","","","","","","","","","","","","","","",23.685729548957,21.2912803799483,22.0298433857843,16.8476229216707,152.673343225707,18.5177505728581,"",
Central African Republic,CAF,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Canada,CAN,Market capitalization of listed domestic companies (% of GDP),103.500141588137,83.2586047944362,116.831457041084,101.640345797861,114.690672619493,126.346747568222,128.913321846832,148.864363431601,66.5588326938396,122.028302011667,134.24451997318,106.666121933061,112.667432969218,114.471175200682,116.041579457855,102.370078691396,130.466596582731,143.522053482469,112.320751199607,138.15815488345,159.538527603603,163.313466014962,126.043526032141,142.597821347837,150.562066051726,
Switzerland,CHE,Market capitalization of listed domestic companies (% of GDP),283.764488384759,184.015277518579,198.080931922611,200.815468143075,205.266553359768,224.415879358657,274.555956843088,259.74137859237,155.188515971916,192.10785405491,205.285869544725,152.191289307885,179.691521499822,218.15684108399,205.813679700182,218.885413149087,204.007104415449,242.591347315968,198.624946928415,254.301608931646,269.758015141163,285.499861406335,220.942050283053,228.604263937912,210.494026368695,
Channel Islands,CHI,Market capitalization of listed domestic companies (% of GDP),3.96105197368421,7.28552586605081,3.98939379217274,3.10068748608328,2.15463741438356,6.08727085478888,15.2926162768587,"","","","","","","","","","","","","","","","","","",
Chile,CHL,Market capitalization of listed domestic companies (% of GDP),77.1010495231613,78.6726159885907,70.9139351910661,113.116736816338,118.014743014624,111.610698793356,113.374149313385,123.432605845767,73.2695500853533,134.320182725477,157.473842785354,107.521009039438,117.339397145815,95.5857394651442,89.8615314195602,78.5117428875939,85.2152277842727,106.706932574631,85.4879920737696,146.462516484177,145.290388415649,82.3043810867021,94.6901545749887,85.8519195858762,79.3329036867525,
China,CHN,Market capitalization of listed domestic companies (% of GDP),"","","",30.4636713403437,22.5643099574266,17.3395191009478,41.033691444197,124.272951099968,38.1112495628245,68.8524786238225,65.0431667921056,44.4762288163661,42.6276108457102,40.5326196174462,56.2548972900922,72.5835808340326,63.9029590501553,69.4813653656583,44.7058557619521,58.8558640185154,81.8646786726428,79.3192238397069,62.6166578891979,59.8556765846528,62.7181039133864,
Cote d'Ivoire,CIV,Market capitalization of listed domestic companies (% of GDP),2.63205614807255,5.85483972007078,7.28194354044708,7.76458250724618,8.85839644347985,9.70344838621907,16.4360273561934,28.8774121524282,20.7985797946341,18.0729003780348,20.4890568404792,17.1353615174852,"",27.6398150432403,23.9755925190508,27.2684242942767,25.5406546882353,23.7766952486201,14.4445573479576,13.4146102809389,11.6319843905098,"","","","",
Cameroon,CMR,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Dem. Rep.",COD,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
"Congo, Rep.",COG,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Colombia,COL,Market capitalization of listed domestic companies (% of GDP),"","","","","",34.6844960912747,34.7384214865918,49.4380919154691,36.1710097864041,60.4468224320426,72.7758488044793,60.0942928506047,70.7061026238885,53.0480485677286,38.491592506046,29.2871156900696,36.7213432955425,38.9516295819788,31.0738880030359,40.8753318985173,39.3252642130379,28.4252677989683,19.7934197203512,21.6237934307051,17.3549231740743,
Comoros,COM,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Cabo Verde,CPV,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Costa Rica,CRI,Market capitalization of listed domestic companies (% of GDP),"","","",3.013531827231,8.37318749280863,7.53588614603866,8.27543599299201,8.11547066709238,6.18578576204556,4.77621038518597,3.83689077548621,3.50404213023499,"",3.82724764328365,4.90491376894314,4.16980847884777,4.95827999336251,4.97514339723975,3.84670562842194,3.4421455821903,3.04713741374172,3.14199075969421,3.22348803495044,"","",
Cuba,CUB,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Curacao,CUW,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Cayman Islands,CYM,Market capitalization of listed domestic companies (% of GDP),"","","","","","",3.76164660443945,3.69435126059158,3.46711224165299,3.94701695690109,5.72550150108816,54.3683768366654,46.7561846828652,"","",6.70388251738199,"","",7.91746604009197,6.37927626536013,11.3930894836052,"","","","",
Cyprus,CYP,Market capitalization of listed domestic companies (% of GDP),"","","","","","",80.4972711050561,71.9742018297407,28.687489602589,39.4226008114074,26.4895964077517,10.3225767577169,7.96788111301493,8.78445418868352,17.3556108950289,13.5233429541088,11.9323284463061,12.2998458851113,12.8659230568173,16.3565463641626,18.3648709206791,18.6087858490966,21.1169887236191,30.6316617698877,30.0786427864201,
Czechia,CZE,Market capitalization of listed domestic companies (% of GDP),15.6752059957495,11.9616402452718,12.4157299401065,15.4404213886292,22.3818810013806,25.415522518491,28.4006609337804,36.2623317903537,17.2986326778969,"","","","","","","","","",10.6995505413117,10.2467653377075,10.598397503362,12.8772452312801,9.54471813927969,10.0992152301709,10.034040555881,
Germany,DEU,Market capitalization of listed domestic companies (% of GDP),64.5783239896819,54.5036012508445,32.6307836233992,42.5699149347862,41.8788117991391,41.5476294494245,53.7571829522138,60.423753481629,29.1583623625491,37.1387724909896,41.2242048248427,30.9687124619637,41.3106605376081,50.8419744670843,43.8382863264297,50.1173122307621,48.5061115286821,60.1160538047472,43.3161187312593,53.0215722985443,57.9702083370574,57.5638135227687,45.385377869877,48.1262708825075,43.868663282436,
Djibouti,DJI,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Dominica,DMA,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Denmark,DNK,Market capitalization of listed domestic companies (% of GDP),68.1638856572036,51.6403909738502,42.9278139702877,55.6910060266206,60.0627719491543,"","","","","","","","","","","","","","","","","","","","",
Dominican Republic,DOM,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Algeria,DZA,Market capitalization of listed domestic companies (% of GDP),0.520704383422654,0.318371660835649,0.22409030213247,0.194161912869368,0.151329169261192,0.132398562591105,0.0766116916583422,0.0678421259938725,0.0506222986627452,0.059911941674207,0.0592920836817805,0.090137159694386,0.0734405775890513,0.0769842274328325,0.0704306388685683,0.0768130382510503,0.229127480378834,0.185981841536564,0.190907251680752,"","","","","","",
Ecuador,ECU,Market capitalization of listed domestic companies (% of GDP),4.25896934432397,"","","","","","","","","","","","","","","","","","","","","","","","",
"Egypt, Arab Rep.",EGY,Market capitalization of listed domestic companies (% of GDP),"","","","","","",87.033236198802,106.774079068206,52.8061848129537,48.2203457493763,38.4854411818333,20.6999185106848,21.2033092494178,21.3669771285745,22.9334760798122,16.7569735013708,10.0237151349692,18.7411743209606,15.9967130320175,13.8697170478913,10.7736471638007,11.4750859284717,8.14958485176921,14.0345669269504,10.9482675534796,
Eritrea,ERI,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Spain,ESP,Market capitalization of listed domestic companies (% of GDP),84.3031120802178,74.5785556965442,65.1057260368599,79.9859902203386,87.9273737826225,83.133053191255,104.839622557488,121.878348922177,57.9636535663716,95.8540935908394,82.0471947088589,69.3068883641221,74.7627594995076,81.968268158949,71.937512944825,65.2640754107354,56.6808082016392,67.2468190201932,50.5496877632606,56.8071173531385,58.8606120063316,53.0814259140659,46.0075030884494,47.5019795740315,43.7669772260128,
Estonia,EST,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Ethiopia,ETH,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Finland,FIN,Market capitalization of listed domestic companies (% of GDP),26.3131486341267,15.7439634831696,10.8844080185202,10.9335157949221,10.3031020945572,"","","","","","","","","","","","","","","","","","","","",
Fiji,FJI,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
France,FRA,Market capitalization of listed domestic companies (% of GDP),106.29519670679,85.7182568456558,64.7947651646464,73.8885242256958,73.8987284218355,80.2187850031749,104.762589273809,103.182610132339,50.3076872405421,72.0789053596651,72.2354205712469,54.1371348632507,67.3941083808224,81.7124216877025,72.901910850665,85.4997526284434,87.3963704443473,106.197544283094,85.0578939321398,"","","","","","",
Faroe Islands,FRO,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.",FSM,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Gabon,GAB,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
United Kingdom,GBR,Market capitalization of listed domestic companies (% of GDP),154.724549817398,130.286415279177,103.945976561116,118.078028170581,116.287378168462,120.250333047602,139.613810563994,124.460416759666,63.7722901405622,115.89845629125,108.10298507519,110.077124678618,121.593314312355,141.72683505284,116.516588566689,"","","","","","",120.87396614055,99.420077236848,"","",
Georgia,GEO,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Ghana,GHA,Market capitalization of listed domestic companies (% of GDP),10.0344167203757,5.26823515196726,5.67610719986902,8.3849492953957,5.40454243952558,5.6772871496019,3.63896879036607,9.67195874920483,9.91785623871593,9.3172332440342,9.15498333072344,7.87689997956728,"","","","","","","",14.5764400139156,13.2090586624488,13.1888635943193,8.74424670153932,7.70916195129239,9.14604718150099,
Gibraltar,GIB,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Guinea,GIN,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
"Gambia, The",GMB,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Guinea-Bissau,GNB,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Equatorial Guinea,GNQ,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Greece,GRC,Market capitalization of listed domestic companies (% of GDP),"",64.1815413232622,44.632122423311,54.1529446610675,53.2989338335821,59.8891276106189,74.5878368366931,84.3214690579654,25.689120662114,34.4621747623098,22.8010785713808,11.9263916299225,18.7892881421409,34.9152599649642,23.5791103806605,21.6272539452675,19.2457692157776,25.2544072239294,17.9892417486249,25.8815811480494,26.6440711364125,27.1375988350427,26.9714579777506,33.3953045668634,32.3549402295324,
Grenada,GRD,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Greenland,GRL,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Guatemala,GTM,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Guam,GUM,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Guyana,GUY,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China",HKG,Market capitalization of listed domestic companies (% of GDP),363.139608849831,298.736712999057,278.363736868074,442.788874856864,509.440625336289,581.044951857205,886.118441322569,1254.46804830981,605.972295634199,1076.92901153341,1185.85197118775,908.616284735038,1078.30715809329,1124.70520227002,1109.25363158042,1029.41894753261,995.21049131838,1274.78907474258,1055.8162420184,1349.37429420264,1777.22631607139,1472.85965725758,1273.22822388706,1043.06847828622,1117.57441730822,
Honduras,HND,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Croatia,HRV,Market capitalization of listed domestic companies (% of GDP),12.3998780139833,13.5583983531781,30.3081475697954,17.3802664327952,26.1940995124231,28.6987220750583,58.490652126227,118.423277794295,39.6129742716256,42.7122731242161,43.3967029303034,35.8617483470068,"",35.8962039004038,33.6120773875263,36.1031223448188,38.3265887930673,40.5167174042918,33.4584005692796,36.5367551455574,38.3517895190636,30.4080747129427,27.1571076781359,30.042623215431,30.063687023383,
Haiti,HTI,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Hungary,HUN,Market capitalization of listed domestic companies (% of GDP),"","",19.2039594379278,19.5595941329052,27.493871244703,28.8029864122067,36.2742202571842,32.9678369927499,11.6701083040734,22.9624780921384,21.0073353085537,13.2471938623409,16.1595208370787,14.594903020412,10.2837200150974,14.1219795904673,17.4854504189959,22.0140497491068,17.9511899163653,19.9388817541646,17.6507205920878,17.2254896441113,13.4434233860943,18.1557859817935,18.6368325416841,
Indonesia,IDN,Market capitalization of listed domestic companies (% of GDP),16.247930892193,14.3336226195031,15.3668946554687,23.281716735324,28.5202971402515,28.4844556317482,38.095883800266,48.9784294541295,19.3561460935054,39.834952351151,47.7275709740614,43.6864935199337,46.6539488635364,37.9906455128788,47.3866252638771,41.0372565512806,45.6892490757793,51.2679273589803,46.702409553894,46.7627486516114,46.8423380923284,48.7675241379637,46.2654721024627,55.3032910768397,"",
Isle of Man,IMN,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
India,IND,Market capitalization of listed domestic companies (% of GDP),48.1747500764228,30.6467519464107,33.4380606971708,50.8465706710106,58.597294477825,76.1521145313341,95.2151519574149,161.239453726325,66.003104287215,101.894485676839,105.182951703662,68.2700641693541,76.0772432428783,68.1342663963192,82.7172077979209,82.9615370858036,76.0981248580096,96.3987783868431,153.160482470967,76.2695069175453,95.4245016969537,112.02132346833,101.233056167098,119.283874857038,131.147687519733,
Ireland,IRL,Market capitalization of listed domestic companies (% of GDP),81.7128056928102,68.8615762422796,46.6091352393398,51.6608863548026,58.6943399653274,53.8454695742462,70.3200344608808,53.2825992091305,17.9670954099836,25.922141745234,27.194693774255,44.9135467171777,47.9556111190098,69.9225614243805,53.775372018224,42.3321688111449,39.1938499509241,42.048926445006,27.854658159892,"","","","","","",
"Iran, Islamic Rep.",IRN,Market capitalization of listed domestic companies (% of GDP),24.3500722229384,5.81755414740788,9.14315621347132,18.1317545969017,22.6894182746819,16.197786306152,13.6725455293266,12.5480178581204,11.9961080825601,14.2935007881434,17.7883253757634,17.0231553549583,14.1293510738105,69.1000680796871,25.2308645439577,21.8548037389626,22.0040539754248,21.7366714357062,42.7347375465818,116.535120776761,587.202889100378,393.345594489001,409.025769903351,509.023299477079,39.272394918934,
Iraq,IRQ,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Iceland,ISL,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
Israel,ISR,Market capitalization of listed domestic companies (% of GDP),48.891506285511,42.7074584690112,33.6158031743919,53.3974883621686,65.5891266547105,83.0924585172182,101.781738460591,127.276821530345,48.6849127080671,88.440059028797,94.966173594574,58.538447579791,61.4044493309309,68.1126588434326,63.6552738134968,80.371745097035,66.4667214161756,64.4574067775514,49.8184578212082,59.2472218081813,63.7979820754197,73.9241266094682,51.3417823340009,51.6400961412921,61.2313498302187,
Italy,ITA,Market capitalization of listed domestic companies (% of GDP),66.8338846929092,45.0041474672888,37.220737888695,38.8419932388667,43.5546561966331,42.792518007615,52.4110721498092,48.2575048827501,21.5961105630954,29.6833177025251,24.9452135870581,18.7035669325814,22.9668008920411,28.5832713098768,27.0245462552316,"","","","","","","","","","",
Jamaica,JAM,Market capitalization of listed domestic companies (% of GDP),39.4298120783592,51.3174515514645,62.1156919663504,"","","","","","","",29.3811530303761,34.676201947138,"",23.4090155341632,21.1306137340566,41.5780973168924,45.9542912051142,63.5079981219446,76.6466769656071,99.6000412802325,84.7141807508785,82.9254548995353,76.3453778487776,62.6333595302512,62.3633225461577,
Jordan,JOR,Market capitalization of listed domestic companies (% of GDP),"","","","","","","",238.675724283465,158.414536891245,129.704176216911,113.748959577007,92.0704602098967,85.2468899811077,74.7782575908316,69.3527660333231,65.9610703120991,61.6003503237498,57.6050492469371,52.4316087593451,47.2695930702197,41.6601839826589,47.2084688202877,52.1461275418128,46.7651840738418,46.675635098739,
Japan,JPN,Market capitalization of listed domestic companies (% of GDP),63.5465700391657,51.7640488871256,49.4710801522655,65.3403699693169,72.7077474943828,94.648292050927,100.269591819727,94.5667556012952,61.014284621295,62.5028140929669,66.4651241298202,53.3500600588401,55.4628538265445,87.1619932991927,89.4016616644297,110.123633038841,99.0331516365327,126.202199426239,105.077091955864,120.96679808146,132.926971755297,129.8692412031,126.22924958757,145.951960431945,156.739964953015,
Kazakhstan,KAZ,Market capitalization of listed domestic companies (% of GDP),"","",5.23383939777092,7.86769203370842,9.13494680692399,18.4313432250061,53.9336613130063,39.463551283721,17.4396900819277,24.2213928029538,18.0163510640156,11.7000070809599,11.318635569647,11.0838438766528,10.3757091141607,18.923033720925,29.2553221457192,27.3121516467191,20.6341332683033,22.3919471381583,22.3593120234174,33.3767070340905,20.3056476432168,22.5627777261206,21.7811036843321,
Kenya,KEN,Market capitalization of listed domestic companies (% of GDP),9.88079817034673,8.0494332531873,10.886208105985,28.0637059062611,24.1745169878422,34.0699412890858,44.057364186041,41.7564881993577,30.2383441599028,25.8973329075644,31.8481975845832,21.7681345962969,"","","","","","","",24.9670356970152,21.2585537863719,20.8888019130207,14.0741142996643,8.51086642986666,12.0498214039509,
Kyrgyz Republic,KGZ,Market capitalization of listed domestic companies (% of GDP),"","","","","","","","","","","","","","","","","","","","","","","","","",
